model,split,n,mae,rmse,median_ae,p90_ae,bias
xgboost_v1,validation,527499,23.8446715732271,54.85875617327334,15.184748649597168,35.08661575317384,-0.41225338968026315
xgboost_v1,test,1062551,22.102047174385508,53.0918941320341,14.498495101928711,31.977325439453125,0.4605981914626804
